"id","pid","case_number","allegation","ia_finding","crb_decision","vote","unanimous_vote"
"22-44","2.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","2.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DETENTION","E","A","11 0 1","YES"
"22-44","3.0","2020-0704","SEARCH","E","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","3.0","2020-0704","DISCRIMINATION","NS","A","11 0 1","YES"
"22-44","4.0","2020-0704","DETENTION","E","A","11 0 1","YES"
"22-44","4.0","2020-0704","COURTESY","U","A","11 0 1","YES"
"22-45","1.0","2021-0228","SEARCH","E","A","11 0 1","YES"
"22-45","1.0","2021-0228","DISCRIMINATION","NS","A","11 0 1","YES"
"22-45","1.0","2021-0228","OF1 PROCEDURE","S","A","11 0 1","YES"
"22-45","2.0","2021-0228","SEARCH","E","A","11 0 1","YES"
"22-45","2.0","2021-0228","PROCEDURE","S","A","11 0 1","YES"
"22-45","2.0","2021-0228","DISCRIMINATION","NS","A","11 0 1","YES"
"22-45","2.0","2021-0228","OF2 PROCEDURE","S","A","11 0 1","YES"
"22-46","1.0","2020-0760","ARREST","E","A","10 0 1","YES"
"22-46","1.0","2020-0760","FORCE","E","A","10 0 1","YES"
"22-46","1.0","2020-0760","PROCEDURE","NS","A","10 0 1","YES"
"22-46","1.0","2020-0760","PROCEDURE","NS","A","10 0 1","YES"
"22-46","1.0","2020-0760","DISCRIMINATION","U","A","10 0 1","YES"
"22-46","2.0","2020-0760","OF3 PROCEDURE","S","A","10 0 1","YES"
"22-46","3.0","2020-0760","OF2 PROCEDURE","S","A","10 0 1","YES"
"22-46","4.0","2020-0760","ARREST","E","A","10 0 1","YES"
"22-46","4.0","2020-0760","FORCE","E","A","10 0 1","YES"
"22-46","4.0","2020-0760","PROCEDURE","NS","A","10 0 1","YES"
"22-46","4.0","2020-0760","PROCEDURE","NS","A","10 0 1","YES"
"22-46","4.0","2020-0760","DISCRIMINATION","U","A","10 0 1","YES"
"22-46","4.0","2020-0760","OF1 PROCEDURE","S","A","10 0 1","YES"
"22-47","1.0","2021-0135","DETENTION","E","A","10 0 1","YES"
"22-47","1.0","2021-0135","FORCE","E","A","10 0 1","YES"
"22-47","1.0","2021-0135","FORCE","S","A","10 0 1","YES"
"22-47","1.0","2021-0135","OF1 COURTESY","S","A","10 0 1","YES"
"22-47","2.0","2021-0135","DETENTION","E","A","10 0 1","YES"
"22-47","2.0","2021-0135","FORCE","E","A","10 0 1","YES"
"22-47","2.0","2021-0135","FORCE","S","A","10 0 1","YES"
"22-48","1.0","2020-0691","OIS","WP","A","10 0 1","YES"
"22-48","1.0","2020-0691","OF1 PROCEDURE","S","A","10 0 1","YES"
"22-49","","2021-0039","CRIMINAL CONDUCT","U","A","10 0 1","YES"
"22-50","1.0","2020-0317","FORCE","E","A","13 0 1","YES"
"22-51","1.0","2020-0798","FORCE","E","A","13 0 1","YES"
"22-51","2.0","2020-0798","FORCE","E","A","13 0 1","YES"
"22-51","3.0","2020-0798","FORCE","E","A","13 0 1","YES"
"22-51","3.0","2020-0798","DISCRIMINATION","NS","A","13 0 1","YES"
"22-52","1.0","2020-0102","DISCRIMINATION","U","A","13 0 1","YES"
"22-53","1.0","2020-0780","ARREST","E","A","13 0 1","YES"
"22-53","1.0","2020-0780","CRIMINAL CONDUCT","U","A","13 0 1","YES"
"22-53","1.0","2020-0780","PROCEDURE","U","A","13 0 1","YES"
"22-53","1.0","2020-0780","FORCE","S","A","13 0 1","YES"
"22-53","1.0","2020-0780","FORCE","S","A","13 0 1","YES"
"22-53","1.0","2020-0780","PROCEDURE","U","A","13 0 1","YES"
"22-53","1.0","2020-0780","OF1 COURTESY","S","A","13 0 1","YES"
"22-54","1.0","2021-0242","DETENTION","E","A","13 0 1","YES"
"22-54","1.0","2021-0242","DETENTION","E","A","13 0 1","YES"
"22-54","1.0","2021-0242","DETENTION","E","A","13 0 1","YES"
"22-54","1.0","2021-0242","DETENTION","E","A","13 0 1","YES"
"22-54","2.0","2021-0242","PROCEDURE","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","PROCEDURE","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","COURTESY","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","PROCEDURE","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","PROCEDURE","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","COURTESY","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","PROCEDURE","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","PROCEDURE","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","COURTESY","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","PROCEDURE","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","PROCEDURE","S","A","13 0 1","YES"
"22-54","2.0","2021-0242","COURTESY","S","A","13 0 1","YES"
"22-55","1.0","2021-0292","DETENTION","E","A","10 0 1","YES"
"22-55","1.0","2021-0292","SEARCH","E","A","10 0 1","YES"
"22-55","1.0","2021-0292","SEARCH","E","A","10 0 1","YES"
"22-55","1.0","2021-0292","DISCRIMINATION","U","A","10 0 1","YES"
"22-55","2.0","2021-0292","DETENTION","E","A","10 0 1","YES"
"22-55","2.0","2021-0292","SEARCH","E","A","10 0 1","YES"
"22-55","2.0","2021-0292","DISCRIMINATION","U","A","10 0 1","YES"
"22-56","1.0","2021-0339","DETENTION","E","A","9 0 2","YES"
"22-56","1.0","2021-0339","DISCRIMINATION","U","A","9 0 2","YES"
"22-56","2.0","2021-0339","DETENTION","E","A","9 0 2","YES"
"22-56","2.0","2021-0339","PROCEDURE","U","A","9 0 2","YES"
"22-56","2.0","2021-0339","DISCRIMINATION","U","A","9 0 2","YES"
"22-57","1.0","2020-0428","ARREST","E","A","9 0 1","YES"
"22-57","2.0","2020-0428","ARREST","E","A","9 0 1","YES"
"22-57","2.0","2020-0428","SEARCH","E","A","9 0 1","YES"
"22-58","1.0","2020-0731","ARREST","E","A","9 0 1","YES"
"22-58","1.0","2020-0731","DISCRIMINATION","U","A","9 0 1","YES"
"22-58","2.0","2020-0731","ARREST","E","A","9 0 1","YES"
"22-58","2.0","2020-0731","DISCRIMINATION","U","A","9 0 1","YES"
"22-59","1.0","2020-0721","ARREST","E","A","10 0 1","YES"
"22-59","1.0","2020-0721","FORCE","E","A","10 0 1","YES"
"22-59","1.0","2020-0721","FORCE","E","A","10 0 1","YES"
"22-59","1.0","2020-0721","PROCEDURE","E","A","10 0 1","YES"
"22-59","2.0","2020-0721","ARREST","E","A","10 0 1","YES"
"22-59","2.0","2020-0721","FORCE","E","A","10 0 1","YES"
"22-59","2.0","2020-0721","FORCE","E","A","10 0 1","YES"
"22-59","2.0","2020-0721","PROCEDURE","E","A","10 0 1","YES"
"22-60","1.0","2021-0124","DETENTION","E","A","8 0 2","YES"
"22-60","1.0","2021-0124","FORCE","U","A","8 0 2","YES"
"22-60","1.0","2021-0124","FORCE","U","A","8 0 2","YES"
"22-60","1.0","2021-0124","DISCRIMINATION","U","A","8 0 2","YES"
"22-60","1.0","2021-0124","OF1 PROCEDURE","S","A","8 0 2","YES"
"22-60","1.0","2021-0124","DETENTION","E","A","8 0 2","YES"
"22-60","1.0","2021-0124","FORCE","U","A","8 0 2","YES"
"22-60","1.0","2021-0124","FORCE","U","A","8 0 2","YES"
"22-60","1.0","2021-0124","DISCRIMINATION","U","A","8 0 2","YES"
"22-60","1.0","2021-0124","OF1 PROCEDURE","S","A","8 0 2","YES"
"22-60","2.0","2021-0124","DETENTION","E","A","8 0 2","YES"
"22-60","2.0","2021-0124","FORCE","U","A","8 0 2","YES"
"22-60","2.0","2021-0124","PROCEDURE","S","A","8 0 2","YES"
"22-60","2.0","2021-0124","DISCRIMINATION","U","A","8 0 2","YES"
"22-60","2.0","2021-0124","OF1 PROCEDURE","S","A","8 0 2","YES"
"22-60","2.0","2021-0124","DETENTION","E","A","8 0 2","YES"
"22-60","2.0","2021-0124","FORCE","U","A","8 0 2","YES"
"22-60","2.0","2021-0124","PROCEDURE","S","A","8 0 2","YES"
"22-60","2.0","2021-0124","DISCRIMINATION","U","A","8 0 2","YES"
"22-60","2.0","2021-0124","OF1 PROCEDURE","S","A","8 0 2","YES"
"22-61","1.0","2021-0270","FORCE","E","A","11 0 2","YES"
"22-61","2.0","2021-0270","FORCE","E","A","11 0 2","YES"
"22-61","2.0","2021-0270","FORCE","S","A","11 0 2","YES"
"22-62","1.0","2021-0458","SEARCH","E","A","12 0 1","YES"
"22-62","2.0","2021-0458","DETENTION","E","A/C","12 0 1","YES"
"22-63","1.0","2021-0218","DETENTION","E","A","10 0 1","YES"
"22-63","1.0","2021-0218","PROCEDURE","U","A","10 0 1","YES"
"22-64","1.0","2021-0003","FORCE","E","A","10 0 1","YES"
"22-65","1.0","2021-0215","PROCEDURE","E","A","10 0 1","YES"
"22-65","1.0","2021-0215","COURTESY","U","A","10 0 1","YES"
"22-65","2.0","2021-0215","DETENTION","E","A","10 0 1","YES"
"22-65","2.0","2021-0215","FORCE","E","A","10 0 1","YES"
"22-65","2.0","2021-0215","COURTESY","U","A","10 0 1","YES"
"22-65","2.0","2021-0215","DISCRIMINATION","U","A","10 0 1","YES"
"22-65","3.0","2021-0215","DETENTION","E","A","10 0 1","YES"
"22-65","3.0","2021-0215","FORCE","E","A","10 0 1","YES"
"22-65","3.0","2021-0215","COURTESY","U","A","10 0 1","YES"
"22-65","3.0","2021-0215","DISCRIMINATION","U","A","10 0 1","YES"
"22-65","4.0","2021-0215","DETENTION","E","A","10 0 1","YES"
"22-65","4.0","2021-0215","COURTESY","U","A","10 0 1","YES"
"22-65","4.0","2021-0215","DISCRIMINATION","U","A","10 0 1","YES"
"22-65","5.0","2021-0215","DETENTION","E","A","10 0 1","YES"
"22-65","5.0","2021-0215","FORCE","E","A","10 0 1","YES"
"22-65","5.0","2021-0215","COURTESY","U","A","10 0 1","YES"
"22-65","5.0","2021-0215","DISCRIMINATION","U","A","10 0 1","YES"
"22-65","","2021-0215","DISCRIMINATION","U","A","10 0 1","YES"
"22-66","1.0","2021-0045","ARREST","E","A","10 0 1","YES"
"22-66","1.0","2021-0045","COURTESY","E","A","10 0 1","YES"
"22-66","1.0","2021-0045","PROCEDURE","U","A","10 0 1","YES"
"22-66","1.0","2021-0045","PROCEDURE","NS","A","10 0 1","YES"
"22-66","1.0","2021-0045","PROCEDURE","E","A","10 0 1","YES"
"22-66","2.0","2021-0045","COURTESY","E","A","10 0 1","YES"
"22-66","2.0","2021-0045","PROCEDURE","E","A","10 0 1","YES"
"22-66","3.0","2021-0045","ARREST","E","A","10 0 1","YES"
"22-66","3.0","2021-0045","DISCRIMINATION","U","A","10 0 1","YES"
"22-66","3.0","2021-0045","COURTESY","E","A","10 0 1","YES"
"22-66","3.0","2021-0045","PROCEDURE","U","A","10 0 1","YES"
"22-66","3.0","2021-0045","PROCEDURE","NS","A","10 0 1","YES"
"22-66","3.0","2021-0045","PROCEDURE","E","A","10 0 1","YES"
"22-67","1.0","2021-0016","DETENTION","E","A","10 0 1","YES"
"22-67","1.0","2021-0016","PROCEDURE","E","A","10 0 1","YES"
"22-67","1.0","2021-0016","SEARCH","E","A","10 0 1","YES"
"22-67","1.0","2021-0016","PROCEDURE","U","A","10 0 1","YES"
"22-67","1.0","2021-0016","DETENTION","E","A","10 0 1","YES"
"22-67","1.0","2021-0016","PROCEDURE","E","A","10 0 1","YES"
"22-67","1.0","2021-0016","SEARCH","E","A","10 0 1","YES"
"22-67","1.0","2021-0016","PROCEDURE","U","A","10 0 1","YES"
"22-67","2.0","2021-0016","DETENTION","E","A","10 0 1","YES"
"22-67","2.0","2021-0016","PROCEDURE","U","A","10 0 1","YES"
"22-67","2.0","2021-0016","DETENTION","E","A","10 0 1","YES"
"22-67","2.0","2021-0016","PROCEDURE","U","A","10 0 1","YES"
"22-67","3.0","2021-0016","PROCEDURE","E","A","10 0 1","YES"
"22-67","3.0","2021-0016","PROCEDURE","E","A","10 0 1","YES"
"22-67","3.0","2021-0016","PROCEDURE","E","A","10 0 1","YES"
"22-67","3.0","2021-0016","PROCEDURE","E","A","10 0 1","YES"
"22-68","1.0","2021-0489","FORCE","E","A/C","5 3 0","NO"
"22-68","1.0","2021-0489","DISCRIMINATION","NS","A","5 3 0","NO"
"22-68","2.0","2021-0489","FORCE","E","A/C","5 3 0","NO"
"22-68","2.0","2021-0489","DISCRIMINATION","NS","A","5 3 0","NO"
"22-69","1.0","2020-0842","OIS","WP","A","8 0 0","YES"
"22-69","2.0","2020-0842","OIS","WP","A","8 0 0","YES"
"22-69","3.0","2020-0842","OIS","WP","A","8 0 0","YES"
"22-69","3.0","2020-0842","OF 1 PROCEDURE","S","A","8 0 0","YES"
"22-70","1.0","2021-0232","FORCE","E","A","8 0 0","YES"
"22-70","2.0","2021-0232","FORCE","E","A","8 0 0","YES"
"22-71","1.0","2021-0227","COURTESY","U","A","10 0 1","YES"
"22-71","2.0","2021-0227","COURTESY","U","A","10 0 1","YES"
"22-71","2.0","2021-0227","DISCRIMINATION","U","A","10 0 1","YES"
"22-72","1.0","2021-0236","DISCRIMINATION","U","A","10 0 1","YES"
"22-72","1.0","2021-0236","COURTESY","U","A","10 0 1","YES"
"22-72","1.0","2021-0236","OF 1 PROCEDURE","S","A","10 0 1","YES"
"22-72","2.0","2021-0236","DISCRIMINATION","U","A","10 0 1","YES"
"22-73","1.0","2021-0264","DETENTION","E","A","10 0 1","YES"
"22-73","1.0","2021-0264","DISCRIMINATION","U","A/C","10 0 1","YES"
"22-73","1.0","2021-0264","OF1 PROCEDURE","S","A/C","10 0 1","YES"
"22-73","2.0","2021-0264","DETENTION","E","A","10 0 1","YES"
"22-73","2.0","2021-0264","DISCRIMINATION","U","A/C","10 0 1","YES"
"22-73","2.0","2021-0264","COURTESY","U","A/C","10 0 1","YES"
"22-74","1.0","2021-0309","SEARCH","E","A","10 0 1","YES"
"22-74","2.0","2021-0309","SEARCH","E","A","10 0 1","YES"
"22-75","1.0","2021-0145","DETENTION","E","A","11 0 1","YES"
"22-75","1.0","2021-0145","FORCE","E","A","11 0 1","YES"
"22-75","1.0","2021-0145","COURTESY","U","A","11 0 1","YES"
"22-75","1.0","2021-0145","DISCRIMINATION","U","A","11 0 1","YES"
"22-76","1.0","2021-0249","ARREST","E","A","11 0 1","YES"
"22-76","1.0","2021-0249","FORCE","U","A","11 0 1","YES"
"22-76","1.0","2021-0249","PROCEDURE","E","A","11 0 1","YES"
"22-76","1.0","2021-0249","PROCEDURE","U","A","11 0 1","YES"
"22-76","1.0","2021-0249","PROCEDURE","E","A","11 0 1","YES"
"22-76","1.0","2021-0249","PROCEDURE","U","A","11 0 1","YES"
"22-76","2.0","2021-0249","ARREST","E","A","11 0 1","YES"
"22-76","2.0","2021-0249","FORCE","U","A","11 0 1","YES"
"22-76","2.0","2021-0249","PROCEDURE","E","A","11 0 1","YES"
"22-76","2.0","2021-0249","PROCEDURE","U","A","11 0 1","YES"
"22-76","2.0","2021-0249","PROCEDURE","E","A","11 0 1","YES"
"22-76","2.0","2021-0249","PROCEDURE","U","A","11 0 1","YES"
"22-76","3.0","2021-0249","ARREST","E","A","11 0 1","YES"
"22-76","3.0","2021-0249","FORCE","U","A","11 0 1","YES"
"22-76","3.0","2021-0249","PROCEDURE","E","A","11 0 1","YES"
"22-76","3.0","2021-0249","PROCEDURE","U","A","11 0 1","YES"
"22-76","3.0","2021-0249","PROCEDURE","E","A","11 0 1","YES"
"22-76","3.0","2021-0249","PROCEDURE","U","A","11 0 1","YES"
"22-77","1.0","2021-0756","DETENTION","E","A","11 0 1","YES"
"22-77","1.0","2021-0756","PROCEDURE","E","A","11 0 1","YES"
"22-77","2.0","2021-0756","DETENTION","E","A","11 0 1","YES"
"22-77","2.0","2021-0756","PROCEDURE","E","A","11 0 1","YES"
"22-78","1.0","2021-0267","FORCE","E","A","9 1 2","NO"
"22-78","1.0","2021-0267","PROCEDURE","NS","A","9 1 2","NO"
"22-78","1.0","2021-0267","OF2 PROCEDURE","S","A","9 1 2","NO"
"22-78","2.0","2021-0267","PROCEDURE","NS","A","9 1 2","NO"
"22-78","2.0","2021-0267","OF1 PROCEDURE","S","A","9 1 2","NO"
"22-78","3.0","2021-0267","FORCE","E","A","9 1 2","NO"
"22-78","3.0","2021-0267","PROCEDURE","NS","A","9 1 2","NO"
"22-78","3.0","2021-0267","OF3 PROCEDURE","S","A","9 1 2","NO"
"22-79","1.0","2020-0696","OIS","WP","A/C","12 0 0","YES"
"22-80","1.0","2021-0323","FORCE","E","A","10 0 1","YES"
"22-80","1.0","2021-0323","FORCE","E","A","10 0 1","YES"
"22-80","1.0","2021-0323","COURTESY","U","A","10 0 1","YES"
"22-80","2.0","2021-0323","PROCEDURE","E","A","10 0 1","YES"
"22-80","3.0","2021-0323","PROCEDURE","E","A","10 0 1","YES"
"22-81","1.0","2021-0143","DETENTION","E","A","11 0 1","YES"
"22-81","1.0","2021-0143","FORCE","E","A/C","11 0 1","YES"
"22-81","1.0","2021-0143","PROCEDURE","U","A","11 0 1","YES"
"22-81","1.0","2021-0143","DISCRIMINATION","U","A","11 0 1","YES"
"22-81","1.0","2021-0143","DETENTION","E","A","11 0 1","YES"
"22-81","1.0","2021-0143","FORCE","E","A/C","11 0 1","YES"
"22-81","1.0","2021-0143","PROCEDURE","U","A","11 0 1","YES"
"22-81","1.0","2021-0143","DISCRIMINATION","U","A","11 0 1","YES"
"22-81","1.0","2021-0143","DETENTION","E","A","11 0 1","YES"
"22-81","1.0","2021-0143","FORCE","E","A/C","11 0 1","YES"
"22-81","1.0","2021-0143","PROCEDURE","U","A","11 0 1","YES"
"22-81","1.0","2021-0143","DISCRIMINATION","U","A","11 0 1","YES"
"22-81","1.0","2021-0143","DETENTION","E","A","11 0 1","YES"
"22-81","1.0","2021-0143","FORCE","E","A/C","11 0 1","YES"
"22-81","1.0","2021-0143","PROCEDURE","U","A","11 0 1","YES"
"22-81","1.0","2021-0143","DISCRIMINATION","U","A","11 0 1","YES"
"22-81","2.0","2021-0143","FORCE","E","A/C","11 0 1","YES"
"22-81","2.0","2021-0143","PROCEDURE","E","A","11 0 1","YES"
"22-81","2.0","2021-0143","FORCE","E","A/C","11 0 1","YES"
"22-81","2.0","2021-0143","PROCEDURE","E","A","11 0 1","YES"
"22-81","2.0","2021-0143","FORCE","E","A/C","11 0 1","YES"
"22-81","2.0","2021-0143","PROCEDURE","E","A","11 0 1","YES"
"22-81","2.0","2021-0143","FORCE","E","A/C","11 0 1","YES"
"22-81","2.0","2021-0143","PROCEDURE","E","A","11 0 1","YES"
"22-82","1.0","2020-0640","ARREST","E","A","8 0 1","YES"
"22-83","1.0","2021-0185","FORCE","E","A","10 0 1","YES"
"22-83","1.0","2021-0185","PROCEDURE","U","A","10 0 1","YES"
"22-83","1.0","2021-0185","FORCE","E","A","10 0 1","YES"
"22-83","1.0","2021-0185","PROCEDURE","U","A","10 0 1","YES"
"22-83","2.0","2021-0185","FORCE","E","A","10 0 1","YES"
"22-83","2.0","2021-0185","PROCEDURE","U","A","10 0 1","YES"
"22-83","2.0","2021-0185","FORCE","E","A","10 0 1","YES"
"22-83","2.0","2021-0185","PROCEDURE","U","A","10 0 1","YES"
"22-83","3.0","2021-0185","FORCE","E","A","10 0 1","YES"
"22-83","3.0","2021-0185","PROCEDURE","U","A","10 0 1","YES"
"22-83","3.0","2021-0185","FORCE","E","A","10 0 1","YES"
"22-83","3.0","2021-0185","PROCEDURE","U","A","10 0 1","YES"
"22-84","1.0","2021-0204","ARREST","E","A","10 0 1","YES"
"22-84","1.0","2021-0204","PROCEDURE","U","A","10 0 1","YES"
"22-84","1.0","2021-0204","FORCE","E","A","10 0 1","YES"
"22-85","1.0","2021-0194","DISCRIMINATION","U","A","10 0 1","YES"
"22-85","1.0","2021-0194","OF1 PROCEDURE","S","A","10 0 1","YES"
"22-85","2.0","2021-0194","DISCRIMINATION","U","A","10 0 1","YES"
"22-86","1.0","2020-0681","FORCE","E","A","10 0 1","YES"
"22-86","1.0","2020-0681","OF1 PROCEDURE","S","A","10 0 1","YES"
"22-87","1.0","2021-0540","FORCE","NS","A","10 0 1","YES"
"22-87","1.0","2021-0540","PROCEDURE","S","A","10 0 1","YES"
"22-87","1.0","2021-0540","OF1 COURTESY","S","A","10 0 1","YES"
"22-88","1.0","2021-0485","DETENTION","E","A","9 0 1","YES"
"22-88","1.0","2021-0485","FORCE","E","A","9 0 1","YES"
"22-88","2.0","2021-0485","DETENTION","E","A","9 0 1","YES"
"22-88","2.0","2021-0485","FORCE","E","A","9 0 1","YES"
"22-89","1.0","2021-0525","DETENTION","E","A","9 0 1","YES"
"22-89","1.0","2021-0525","SEARCH","U","A","9 0 1","YES"
"22-89","1.0","2021-0525","DISCRIMINATION","NS","A","9 0 1","YES"
"22-89","1.0","2021-0525","DETENTION","E","A","9 0 1","YES"
"22-89","1.0","2021-0525","SEARCH","U","A","9 0 1","YES"
"22-89","1.0","2021-0525","DISCRIMINATION","NS","A","9 0 1","YES"
"22-89","2.0","2021-0525","FORCE","E","A","9 0 1","YES"
"22-89","2.0","2021-0525","FORCE","E","A","9 0 1","YES"
"22-89","3.0","2021-0525","FORCE","E","A","9 0 1","YES"
"22-89","3.0","2021-0525","ARREST","E","A","9 0 1","YES"
"22-89","3.0","2021-0525","FORCE","E","A","9 0 1","YES"
"22-89","3.0","2021-0525","ARREST","E","A","9 0 1","YES"
"22-90","1.0","2021-0446","PROCEDURE","NS","A","8 0 1","YES"
"22-90","1.0","2021-0446","FORCE","U","A","8 0 1","YES"
"22-90","2.0","2021-0446","DETENTION","E","A","8 0 1","YES"
"22-90","2.0","2021-0446","COURTESY","U","A","8 0 1","YES"
"22-90","2.0","2021-0446","OF1 PROCEDURE","S","A","8 0 1","YES"
"22-91","1.0","2021-0506","PROCEDURE","U","A","8 0 1","YES"
"22-91","2.0","2021-0506","FORCE","E","A","8 0 1","YES"
"22-91","3.0","2021-0506","ARREST","E","A","8 0 1","YES"
"22-91","3.0","2021-0506","SEARCH","E","A","8 0 1","YES"
"22-92","1.0","2021-0544","DETENTION","E","A","8 0 1","YES"
"22-92","1.0","2021-0544","SEARCH","U","A","8 0 1","YES"
"22-92","1.0","2021-0544","SEARCH","E","A","8 0 1","YES"
"22-92","1.0","2021-0544","DISCRIMINATION","NS","A/C","8 0 1","YES"
"22-92","1.0","2021-0544","DETENTION","E","A","8 0 1","YES"
"22-92","1.0","2021-0544","SEARCH","U","A","8 0 1","YES"
"22-92","1.0","2021-0544","SEARCH","E","A","8 0 1","YES"
"22-92","1.0","2021-0544","DISCRIMINATION","NS","A/C","8 0 1","YES"
"22-92","1.0","2021-0544","DETENTION","E","A","8 0 1","YES"
"22-92","1.0","2021-0544","SEARCH","U","A","8 0 1","YES"
"22-92","1.0","2021-0544","SEARCH","E","A","8 0 1","YES"
"22-92","1.0","2021-0544","DISCRIMINATION","NS","A/C","8 0 1","YES"
"22-92","2.0","2021-0544","FORCE","E","A","8 0 1","YES"
"22-92","2.0","2021-0544","FORCE","E","A","8 0 1","YES"
"22-92","2.0","2021-0544","FORCE","E","A","8 0 1","YES"
"22-92","3.0","2021-0544","DETENTION","E","A","8 0 1","YES"
"22-92","3.0","2021-0544","FORCE","U","A","8 0 1","YES"
"22-92","3.0","2021-0544","DISCRIMINATION","NS","A/C","8 0 1","YES"
"22-92","3.0","2021-0544","DETENTION","E","A","8 0 1","YES"
"22-92","3.0","2021-0544","FORCE","U","A","8 0 1","YES"
"22-92","3.0","2021-0544","DISCRIMINATION","NS","A/C","8 0 1","YES"
"22-92","3.0","2021-0544","DETENTION","E","A","8 0 1","YES"
"22-92","3.0","2021-0544","FORCE","U","A","8 0 1","YES"
"22-92","3.0","2021-0544","DISCRIMINATION","NS","A/C","8 0 1","YES"
"22-92","4.0","2021-0544","SEARCH","E","A","8 0 1","YES"
"22-92","4.0","2021-0544","SEARCH","E","A","8 0 1","YES"
"22-92","4.0","2021-0544","SEARCH","E","A","8 0 1","YES"
"22-92","5.0","2021-0544","FORCE","U","A","8 0 1","YES"
"22-92","5.0","2021-0544","PROCEDURE","U","A","8 0 1","YES"
"22-92","5.0","2021-0544","SEARCH","E","A","8 0 1","YES"
"22-92","5.0","2021-0544","FORCE","U","A","8 0 1","YES"
"22-92","5.0","2021-0544","PROCEDURE","U","A","8 0 1","YES"
"22-92","5.0","2021-0544","SEARCH","E","A","8 0 1","YES"
"22-92","5.0","2021-0544","FORCE","U","A","8 0 1","YES"
"22-92","5.0","2021-0544","PROCEDURE","U","A","8 0 1","YES"
"22-92","5.0","2021-0544","SEARCH","E","A","8 0 1","YES"
"22-92","6.0","2021-0544","FORCE","U","A","8 0 1","YES"
"22-92","6.0","2021-0544","FORCE","U","A","8 0 1","YES"
"22-92","6.0","2021-0544","FORCE","U","A","8 0 1","YES"
"22-93","1.0","2021-0101","FORCE","E","A","8 0 1","YES"
"22-94","1.0","2021-0315","FORCE","S","A/C","12 0 1","YES"
"22-94","1.0","2021-0315","ARREST","E","A","12 0 1","YES"
"22-94","1.0","2021-0315","OF1 PROCEDURE","S","A","12 0 1","YES"
"22-94","2.0","2021-0315","ARREST","E","A","12 0 1","YES"
"22-94","2.0","2021-0315","OF1 PROCEDURE","S","A","12 0 1","YES"
"22-95","1.0","2021-0469","DETENTION","E","A","12 0 1","YES"
"22-95","1.0","2021-0469","DISCRIMINATION","U","A","12 0 1","YES"
"22-95","1.0","2021-0469","DETENTION","E","A","12 0 1","YES"
"22-95","1.0","2021-0469","DISCRIMINATION","U","A","12 0 1","YES"
"22-95","2.0","2021-0469","DETENTION","E","A","12 0 1","YES"
"22-95","2.0","2021-0469","FORCE","U","A","12 0 1","YES"
"22-95","2.0","2021-0469","DISCRIMINATION","U","A","12 0 1","YES"
"22-95","2.0","2021-0469","DETENTION","E","A","12 0 1","YES"
"22-95","2.0","2021-0469","FORCE","U","A","12 0 1","YES"
"22-95","2.0","2021-0469","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","1.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","1.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","1.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","1.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","2.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","2.0","2021-0327","PROCEDURE","E","A/C","12 0 1","YES"
"22-96","2.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","2.0","2021-0327","OF2 PROCEDURE","S","A","12 0 1","YES"
"22-96","2.0","2021-0327","DETENTION","E","A/C","12 0 1","YES"
"22-96","2.0","2021-0327","PROCEDURE","E","A/C","12 0 1","YES"
"22-96","2.0","2021-0327","DISCRIMINATION","U","A","12 0 1","YES"
"22-96","2.0","2021-0327","OF2 PROCEDURE","S","A","12 0 1","YES"
